Workout Timestamp,Live/On-Demand,Instructor Name,Length (minutes),Fitness Discipline,Type,Title,Class Timestamp,Total Output,Avg. Watts,Avg. Resistance,Avg. Cadence (RPM),Avg. Speed (kph),Distance (km),Calories Burned,Avg. Heartrate,Avg. Incline,Avg. Pace (min/km)
2025-12-09 16:49 (PDT),On Demand,Ben Alldis,10,Stretching,Full Body Stretch,10 min Backstreet Boys Holiday Stretch,2024-12-11 21:00 (PDT),,,,,,,25,,,
2025-12-09 17:01 (PDT),On Demand,Ben Alldis,30,Strength,Upper Body,30 min Upper Body Strength,2025-12-01 04:25 (PDT),,,,,,,,,,
2025-12-11 05:19 (-06),,,5,Meditation,,5 min 39 sec Just Meditate,,,,,,,,,,,
2025-12-11 05:26 (CDT),On Demand,Ross Rayburn,5,Meditation,Mindfulness,5 min Body Scan Meditation,2021-04-13 10:00 (CDT),,,,,,,,,,
2025-12-12 05:36 (-06),,,3,Meditation,,3 min 27 sec Just Meditate,,,,,,,,,,,
2025-12-12 05:40 (CDT),On Demand,Ross Rayburn,5,Meditation,Mindfulness,5 min Body Scan Meditation,2021-04-13 10:00 (CDT),,,,,,,,,,
2025-12-12 12:03 (-06),,,4,Meditation,,4 min 59 sec Just Meditate,,,,,,,,,,,
2025-12-12 17:22 (CDT),On Demand,Rebecca Kennedy,5,Strength,Core,5 min Core Strength,2025-11-12 23:00 (CDT),,,,,,,25,,,
2025-12-12 17:29 (CDT),On Demand,Ben Alldis,10,Strength,Upper Body,10 min Upper Body Strength,2025-10-21 09:09 (CDT),,,,,,,50,,,
2025-12-12 17:47 (-06),On Demand,Denis Morton,30,Cycling,Power Zone,30 min Power Zone Endurance Ride,2025-09-23 18:25 (-06),314,174,47%,82,32.19,16.10,230,119.77,,
2025-12-12 18:17 (-06),On Demand,Emma Lovewell,5,Cycling,Cool Down,5 min Cool Down Ride,2025-09-09 22:00 (-06),21,71,34%,76,22.44,1.87,29,,,
2025-12-12 18:26 (CDT),On Demand,Ben Alldis,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2025-07-27 23:00 (CDT),,,,,,,25,,,
2025-12-13 06:23 (-06),,,5,Meditation,,5 min 4 sec Just Meditate,,,,,,,,,,,
2025-12-13 06:31 (CDT),On Demand,Ross Rayburn,5,Meditation,Emotions,5 min Kindness Meditation,2023-07-11 10:00 (CDT),,,,,,,,,,
2025-12-14 05:53 (-06),,,4,Meditation,,4 min 42 sec Just Meditate,,,,,,,,,,,
2025-12-14 05:58 (CDT),On Demand,Ross Rayburn,5,Meditation,Emotions,5 min Kindness Meditation,2023-07-11 10:00 (CDT),,,,,,,,,,
2025-12-14 11:07 (CDT),On Demand,Rebecca Kennedy,5,Strength,Core,5 min Standing Core Strength,2025-12-03 23:00 (CDT),,,,,,,25,,,
2025-12-14 11:13 (CDT),On Demand,Rebecca Kennedy,10,Strength,Lower Body,10 min Glutes & Legs Strength,2022-03-04 09:52 (CDT),,,,,,,50,,,
2025-12-14 12:56 (CDT),On Demand,Susie Chan,5,Stretching,Post-Run Stretch,5 min Post-Run Stretch,2025-10-29 23:00 (CDT),,,,,,,13,,,
2025-12-15 05:31 (-06),,,5,Meditation,,5 min 23 sec Just Meditate,,,,,,,,,,,
2025-12-15 05:38 (CDT),On Demand,Ross Rayburn,5,Meditation,Emotions,5 min Kindness Meditation,2023-07-11 10:00 (CDT),,,,,,,,,,
2025-12-15 17:16 (CDT),On Demand,Ben Alldis,10,Strength,Upper Body,10 min Arms & Shoulders Strength,2025-12-06 23:00 (CDT),,,,,,,50,,,
2025-12-15 17:29 (CDT),On Demand,Rebecca Kennedy,5,Strength,Core,5 min Core Strength,2024-09-03 10:57 (CDT),,,,,,,25,,,
2025-12-15 17:40 (-06),On Demand,Denis Morton,30,Cycling,Power Zone,30 min Power Zone Endurance Ride,2025-11-14 13:26 (-06),299,166,46%,82,31.41,15.71,263,122.97,,
2025-12-15 18:11 (-06),On Demand,Emma Lovewell,5,Cycling,Cool Down,5 min Cool Down Ride,2025-12-11 23:00 (-06),26,86,35%,84,24.20,2.02,30,104.68,,
2025-12-15 18:19 (CDT),On Demand,Ben Alldis,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2025-07-27 23:00 (CDT),,,,,,,25,,,
2025-12-16 05:26 (-06),,,0,Meditation,,14 sec Just Meditate,,,,,,,,,,,
2025-12-16 05:27 (-06),,,4,Meditation,,4 min 23 sec Just Meditate,,,,,,,,,,,
2025-12-16 05:32 (CDT),On Demand,Ross Rayburn,5,Meditation,Emotions,5 min Kindness Meditation,2023-07-11 10:00 (CDT),,,,,,,,,,
2025-12-17 05:33 (-06),,,5,Meditation,,5 min 39 sec Just Meditate,,,,,,,,,,,
2025-12-17 05:40 (CDT),On Demand,Ross Rayburn,5,Meditation,Emotions,5 min Kindness Meditation,2023-07-11 10:00 (CDT),,,,,,,,,,
2025-12-17 17:40 (CDT),On Demand,Ben Alldis,30,Strength,Full Body,30 min The Who Full Body Strength,2025-11-05 23:00 (CDT),,,,,,,150,,,
2025-12-17 18:15 (CDT),On Demand,Ben Alldis,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2025-07-27 23:00 (CDT),,,,,,,25,,,
2025-12-18 05:43 (-06),,,5,Meditation,,5 min 39 sec Just Meditate,,,,,,,,,,,
2025-12-18 05:49 (CDT),On Demand,Ross Rayburn,5,Meditation,Emotions,5 min Kindness Meditation,2023-07-11 10:00 (CDT),,,,,,,,,,
2025-12-19 05:44 (-06),,,6,Meditation,,6 min 21 sec Just Meditate,,,,,,,,,,,
2025-12-19 05:53 (CDT),On Demand,Ross Rayburn,5,Meditation,Emotions,5 min Kindness Meditation,2023-07-11 10:00 (CDT),,,,,,,,,,
2025-12-19 17:38 (-06),On Demand,Bradley Rose,30,Cycling,Music,30 min 2000s Rock Ride,2025-12-06 11:23 (-06),310,172,48%,82,32.00,16.01,253,112.18,,
2025-12-19 18:09 (-06),On Demand,Emma Lovewell,5,Cycling,Cool Down,5 min Cool Down Ride,2025-09-09 22:00 (-06),21,69,34%,76,22.01,1.84,30,107.79,,
2025-12-19 18:15 (-06),On Demand,Jenn Sherman,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2021-10-18 09:00 (-06),,,,,,,12,,,
2025-12-20 07:46 (-06),,,7,Meditation,,7 min 14 sec Just Meditate,,,,,,,,,,,
2025-12-20 07:55 (CDT),On Demand,Anna Greenberg,5,Meditation,Emotions,5 min Gratitude Meditation,2025-08-26 23:00 (CDT),,,,,,,,,,
2025-12-21 06:11 (CDT),On Demand,Anna Greenberg,5,Meditation,Emotions,5 min Gratitude Meditation,2025-08-26 23:00 (CDT),,,,,,,,,,
2025-12-21 15:22 (CDT),On Demand,Ben Alldis,5,Strength,Core,5 min Core Strength,2025-11-02 23:00 (CDT),,,,,,,25,,,
2025-12-21 15:28 (CDT),On Demand,Ben Alldis,10,Strength,Lower Body,10 min Glutes & Legs Strength,2025-08-10 23:00 (CDT),,,,,,,50,,,
2025-12-21 17:04 (CDT),On Demand,Ben Alldis,10,Stretching,Full Body Stretch,10 min Backstreet Boys Holiday Stretch,2024-12-11 23:00 (CDT),,,,,,,25,,,
2025-12-22 05:50 (-06),,,5,Meditation,,5 min 39 sec Just Meditate,,,,,,,,,,,
2025-12-22 05:56 (CDT),On Demand,Anna Greenberg,5,Meditation,Emotions,5 min Gratitude Meditation,2025-08-26 23:00 (CDT),,,,,,,,,,
2025-12-22 11:30 (CDT),On Demand,Aditi Shah,5,Meditation,Emotions,5 min Meditation for Anxiety,2025-02-18 23:00 (CDT),,,,,,,,,,
2025-12-22 11:36 (-06),,,5,Meditation,,5 min 2 sec Just Meditate,,,,,,,,,,,
2025-12-22 17:16 (-06),On Demand,Ben Alldis,30,Cycling,Power Zone,30 min Power Zone Rock Ride,2023-08-30 02:00 (-06),324,180,46%,85,32.37,16.19,248,123.48,,
2025-12-22 17:47 (-06),On Demand,Matt Wilpers,5,Cycling,Cool Down,5 min Cool Down Ride,2023-12-01 10:00 (-06),19,64,28%,93,21.30,1.78,30,106.12,,
2025-12-22 17:54 (CDT),On Demand,Ben Alldis,5,Strength,Core,5 min Core Strength,2025-11-02 23:00 (CDT),,,,,,,25,,,
2025-12-22 18:01 (CDT),On Demand,Jermaine Johnson,10,Strength,Upper Body,10 min Upper Body Strength,2025-11-06 23:00 (CDT),,,,,,,50,,,
2025-12-22 18:13 (CDT),On Demand,Erik Jager,10,Stretching,Full Body Stretch,10 min Hanukkah Full Body Stretch,2025-12-13 23:00 (CDT),,,,,,,40,,,
2025-12-23 05:37 (-06),,,5,Meditation,,5 min 39 sec Just Meditate,,,,,,,,,,,
2025-12-23 05:43 (CDT),On Demand,Anna Greenberg,5,Meditation,Emotions,5 min Gratitude Meditation,2025-08-26 23:00 (CDT),,,,,,,,,,
2025-12-23 12:12 (-06),,,0,Meditation,,5 sec Just Meditate,,,,,,,,,,,
2025-12-23 12:12 (-06),,,5,Meditation,,5 min 47 sec Just Meditate,,,,,,,,,,,
2025-12-23 12:20 (CDT),On Demand,Ross Rayburn,5,Meditation,Mindfulness,5 min Body Scan Meditation,2022-02-15 10:00 (CDT),,,,,,,,,,
2025-12-24 07:12 (CDT),On Demand,Anna Greenberg,5,Meditation,Emotions,5 min Gratitude Meditation,2025-08-26 23:00 (CDT),,,,,,,,,,
2025-12-25 06:13 (-06),,,5,Meditation,,5 min 32 sec Just Meditate,,,,,,,,,,,
2025-12-25 06:19 (CDT),On Demand,Anna Greenberg,5,Meditation,Emotions,5 min Gratitude Meditation,2025-08-26 23:00 (CDT),,,,,,,,,,
2025-12-25 10:36 (CDT),On Demand,Rebecca Kennedy,30,Strength,Full Body,30 min Full Body Strength,2025-09-28 13:24 (CDT),,,,,,,156,100.22,,
2025-12-25 11:10 (CDT),On Demand,Zacharias Niedzwiecki,5,Yoga,Theme,5 min Get to Know Me Yoga Warm Up,2025-12-09 23:00 (CDT),,,,,,,15,,,
2025-12-25 11:17 (CDT),On Demand,Andy Speer,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2025-10-26 23:00 (CDT),,,,,,,25,,,
2025-12-26 06:28 (-06),,,3,Meditation,,3 min 8 sec Just Meditate,,,,,,,,,,,
2025-12-26 06:34 (CDT),On Demand,Anna Greenberg,5,Meditation,Emotions,5 min Gratitude Meditation,2025-08-26 23:00 (CDT),,,,,,,,,,
2025-12-26 16:45 (CDT),On Demand,Rebecca Kennedy,5,Stretching,Post-Run Stretch,5 min Post-Run Stretch,2025-05-14 23:00 (CDT),,,,,,,13,,,
2025-12-26 16:50 (CDT),On Demand,Susie Chan,5,Stretching,Post-Run Stretch,5 min Post-Run Stretch,2022-01-25 03:12 (CDT),,,,,,,12,,,
2025-12-27 05:37 (-06),,,3,Meditation,,3 min 45 sec Just Meditate,,,,,,,,,,,
2025-12-27 05:46 (CDT),On Demand,Chelsea Jackson Roberts,10,Meditation,Daily Meditation,10 min Daily Meditation,2025-11-16 23:00 (CDT),,,,,,,,,,
2025-12-27 09:03 (CDT),On Demand,Adrian Williams,10,Strength,Upper Body,10 min Arms & Shoulders Strength,2025-12-20 09:39 (CDT),,,,,,,50,,,
2025-12-27 09:15 (CDT),On Demand,Ben Alldis,10,Strength,Lower Body,10 min Glutes & Legs Strength,2025-09-15 05:25 (CDT),,,,,,,50,,,
2025-12-27 09:28 (CDT),On Demand,Ben Alldis,10,Strength,Core,10 min 80s Core Strength,2025-12-13 23:00 (CDT),,,,,,,50,,,
2025-12-27 09:39 (CDT),On Demand,Ben Alldis,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2024-03-11 07:28 (CDT),,,,,,,25,,,
2025-12-28 07:38 (-06),,,4,Meditation,,4 min 45 sec Just Meditate,,,,,,,,,,,
2025-12-28 07:46 (CDT),On Demand,Chelsea Jackson Roberts,10,Meditation,Daily Meditation,10 min Daily Meditation,2025-11-16 23:00 (CDT),,,,,,,,,,
2025-12-29 06:56 (-06),,,3,Meditation,,3 min 10 sec Just Meditate,,,,,,,,,,,
2025-12-29 07:03 (CDT),On Demand,Chelsea Jackson Roberts,10,Meditation,Daily Meditation,10 min Daily Meditation,2025-11-16 23:00 (CDT),,,,,,,,,,
2025-12-29 12:41 (CDT),On Demand,Mayla Wedekind,5,Stretching,Post-Run Stretch,5 min Post-Run Stretch,2025-10-30 00:00 (CDT),,,,,,,13,,,
2025-12-30 07:36 (-06),,,4,Meditation,,4 min 15 sec Just Meditate,,,,,,,,,,,
2025-12-30 07:50 (CDT),On Demand,Chelsea Jackson Roberts,10,Meditation,Daily Meditation,10 min Daily Meditation,2025-11-16 23:00 (CDT),,,,,,,,,,
2025-12-31 06:32 (-06),,,3,Meditation,,3 min 26 sec Just Meditate,,,,,,,,,,,
2025-12-31 08:40 (CDT),On Demand,Chelsea Jackson Roberts,10,Meditation,Daily Meditation,10 min Daily Meditation,2025-11-16 23:00 (CDT),,,,,,,,,,
2025-12-31 12:06 (-06),On Demand,Christian Vande Velde,45,Cycling,Theme,45 min Real Routes: Malibu Canyons,2025-09-22 09:55 (-06),506,188,47%,85,33.00,24.75,677,,,
2025-12-31 12:51 (-06),On Demand,Emma Lovewell,5,Cycling,Cool Down,5 min Cool Down Ride,2025-12-11 23:00 (-06),19,63,33%,74,20.54,1.71,25,,,
2025-12-31 12:58 (-06),On Demand,Jenn Sherman,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-12-18 23:00 (-06),,,,,,,12,,,
2026-01-01 08:00 (CDT),On Demand,Chelsea Jackson Roberts,10,Meditation,Daily Meditation,10 min Daily Meditation,2025-11-16 23:00 (CDT),,,,,,,,,,
2026-01-01 10:33 (CDT),On Demand,Rebecca Kennedy,30,Strength,Full Body,30 min Top 50 Music Full Body: #10-1,2025-12-29 23:30 (CDT),,,,,,,177,101.63,,
2026-01-01 11:10 (CDT),On Demand,Denis Morton,10,Yoga,Focus Flow,10 min Focus Flow: For Riders,2025-08-26 23:00 (CDT),,,,,,,30,,,
2026-01-01 11:21 (CDT),On Demand,Ben Alldis,10,Stretching,Full Body Stretch,10 min Red (Taylor's Version) Stretch,2021-12-25 04:00 (CDT),,,,,,,25,,,
2026-01-02 06:40 (-06),,,5,Meditation,,5 min 39 sec Just Meditate,,,,,,,,,,,
2026-01-02 06:47 (CDT),On Demand,Chelsea Jackson Roberts,10,Meditation,Daily Meditation,10 min Daily Meditation,2025-11-16 23:00 (CDT),,,,,,,,,,
2026-01-03 05:55 (-06),,,5,Meditation,,5 min 39 sec Just Meditate,,,,,,,,,,,
2026-01-03 06:02 (CDT),On Demand,Nico Sarani,5,Meditation,Morning,5 min Morning Meditation,2025-12-28 23:00 (CDT),,,,,,,,,,
2026-01-03 06:08 (CDT),On Demand,Nico Sarani,5,Meditation,Morning,5 min Morning Meditation,2025-12-28 23:00 (CDT),,,,,,,,,,
2026-01-03 12:25 (CDT),On Demand,Emma Lovewell,5,Strength,Core,5 min Core Strength,2025-12-21 09:25 (CDT),,,,,,,25,,,
2026-01-03 12:32 (CDT),On Demand,Ben Alldis,10,Strength,Lower Body,10 min Glutes & Legs Strength,2025-03-30 23:00 (CDT),,,,,,,50,,,
2026-01-03 12:49 (-06),On Demand,Christian Vande Velde,30,Cycling,Power Zone,30 min Power Zone Ride,2026-01-02 16:25 (-06),314,174,43%,90,31.53,15.77,372,132.79,,
2026-01-03 13:19 (-06),On Demand,Hannah Corbin,5,Cycling,Cool Down,5 min Cool Down Ride,2025-11-04 23:00 (-06),27,90,40%,71,24.76,2.06,36,115.18,,
2026-01-03 13:28 (CDT),On Demand,Callie Gullickson,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2025-11-30 23:00 (CDT),,,,,,,25,,,
2026-01-04 07:09 (-06),,,5,Meditation,,5 min 41 sec Just Meditate,,,,,,,,,,,
2026-01-04 07:17 (CDT),On Demand,Nico Sarani,5,Meditation,Morning,5 min Morning Meditation,2025-12-28 23:00 (CDT),,,,,,,,,,
2026-01-05 05:41 (-06),,,0,Meditation,,7 sec Just Meditate,,,,,,,,,,,
2026-01-05 05:41 (-06),,,3,Meditation,,3 min 31 sec Just Meditate,,,,,,,,,,,
2026-01-05 05:46 (CDT),On Demand,Nico Sarani,5,Meditation,Morning,5 min Morning Meditation,2025-12-28 23:00 (CDT),,,,,,,,,,
2026-01-05 13:43 (-06),,,4,Meditation,,4 min 49 sec Just Meditate,,,,,,,,,,,
2026-01-05 17:47 (-06),On Demand,Ben Alldis,30,Cycling,Power Zone,30 min Power Zone Rock Ride,2023-08-30 02:00 (-06),328,182,48%,81,32.52,16.26,229,120.24,,
2026-01-05 18:18 (-06),On Demand,Matt Wilpers,5,Cycling,Cool Down,5 min Cool Down Ride,2025-05-06 22:00 (-06),16,52,26%,89,19.43,1.62,25,99.01,,
2026-01-05 18:24 (-06),On Demand,Jenn Sherman,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-12-18 23:00 (-06),,,,,,,12,,,
2026-01-06 05:42 (-06),,,5,Meditation,,5 min 41 sec Just Meditate,,,,,,,,,,,
2026-01-06 05:48 (CDT),On Demand,Nico Sarani,5,Meditation,Morning,5 min Morning Meditation,2025-12-28 23:00 (CDT),,,,,,,,,,
2026-01-06 14:38 (-06),,,4,Meditation,,4 min 49 sec Just Meditate,,,,,,,,,,,
2026-01-06 17:52 (CDT),On Demand,Rebecca Kennedy,30,Strength,Full Body,30 min Top 50 Music Full Body: #10-1,2025-12-29 23:30 (CDT),,,,,,,167,97.76,,
2026-01-06 18:27 (CDT),On Demand,Denis Morton,10,Yoga,Flow,10 min Yoga Flow,2025-08-21 23:00 (CDT),,,,,,,36,75.16,,
2026-01-06 18:39 (CDT),On Demand,Callie Gullickson,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2025-11-30 23:00 (CDT),,,,,,,25,,,
2026-01-07 05:54 (-06),,,5,Meditation,,5 min 41 sec Just Meditate,,,,,,,,,,,
2026-01-07 06:01 (CDT),On Demand,Nico Sarani,5,Meditation,Morning,5 min Morning Meditation,2025-12-28 23:00 (CDT),,,,,,,,,,
2026-01-07 06:08 (CDT),On Demand,Nico Sarani,5,Meditation,Morning,5 min Morning Meditation,2025-12-28 23:00 (CDT),,,,,,,,,,
2026-01-08 05:24 (-06),,,3,Meditation,,3 min 21 sec Just Meditate,,,,,,,,,,,
2026-01-08 05:28 (CDT),On Demand,Nico Sarani,5,Meditation,Morning,5 min Morning Meditation,2025-12-28 23:00 (CDT),,,,,,,,,,
2026-01-08 12:50 (-06),,,5,Meditation,,5 min 1 sec Just Meditate,,,,,,,,,,,
2026-01-08 17:30 (CDT),On Demand,Selena Samuela,5,Strength,Core,5 min Core Strength,2024-09-09 23:00 (CDT),,,,,,,25,,,
2026-01-08 17:36 (CDT),On Demand,Ben Alldis,10,Strength,Upper Body,10 min Upper Body Strength,2023-02-23 06:50 (CDT),,,,,,,50,,,
2026-01-08 17:53 (-06),On Demand,Denis Morton,30,Cycling,Power Zone,30 min Power Zone Endurance Ride,2025-12-22 23:00 (-06),301,167,46%,81,31.56,15.78,223,118.07,,
2026-01-08 18:24 (-06),On Demand,Mayla Wedekind,5,Cycling,Cool Down,5 min Cool Down Ride,2026-01-07 23:00 (-06),22,82,36%,80,23.33,1.78,30,,,
2026-01-08 18:34 (CDT),On Demand,Callie Gullickson,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2025-11-30 23:00 (CDT),,,,,,,25,,,
2026-01-10 03:20 (-06),,,5,Meditation,,5 min 46 sec Just Meditate,,,,,,,,,,,
2026-01-10 03:42 (CDT),On Demand,Mariana Fernandez,20,Meditation,Sleep,20 min Sleep Meditation,2024-03-16 01:00 (CDT),,,,,,,,,,
2026-01-10 04:53 (-06),,,4,Meditation,,4 min 41 sec Just Meditate,,,,,,,,,,,
2026-01-10 04:59 (CDT),On Demand,Nico Sarani,5,Meditation,Morning,5 min Morning Meditation,2025-12-28 23:00 (CDT),,,,,,,,,,
2026-01-11 05:33 (-06),,,0,Meditation,,10 sec Just Meditate,,,,,,,,,,,
2026-01-11 05:34 (-06),,,4,Meditation,,4 min 48 sec Just Meditate,,,,,,,,,,,
2026-01-11 05:39 (CDT),On Demand,Nico Sarani,5,Meditation,Morning,5 min Morning Meditation,2025-12-28 23:00 (CDT),,,,,,,,,,
2026-01-11 16:52 (-06),On Demand,Bradley Rose,30,Cycling,Low Impact,30 min Low Impact Ride,2026-01-06 06:55 (-06),195,108,41%,76,26.26,13.13,228,87.67,,
2026-01-11 17:23 (-06),On Demand,Hannah Corbin,5,Cycling,Cool Down,5 min Cool Down Ride,2024-04-03 09:00 (-06),37,123,46%,69,27.63,2.30,49,,,
2026-01-11 17:36 (CDT),On Demand,Callie Gullickson,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2025-11-30 23:00 (CDT),,,,,,,25,,,
2026-01-12 05:21 (-06),,,3,Meditation,,3 min 25 sec Just Meditate,,,,,,,,,,,
2026-01-12 05:26 (CDT),On Demand,Nico Sarani,5,Meditation,Morning,5 min Morning Meditation,2025-12-28 23:00 (CDT),,,,,,,,,,
2026-01-12 13:02 (-06),,,5,Meditation,,5 min 49 sec Just Meditate,,,,,,,,,,,
2026-01-13 05:23 (-06),,,5,Meditation,,5 min 41 sec Just Meditate,,,,,,,,,,,
2026-01-13 05:30 (CDT),On Demand,Nico Sarani,5,Meditation,Morning,5 min Morning Meditation,2025-12-28 23:00 (CDT),,,,,,,,,,
2026-01-13 14:19 (-06),,,5,Meditation,,5 min 1 sec Just Meditate,,,,,,,,,,,
2026-01-13 17:28 (-06),On Demand,Ben Alldis,30,Cycling,Power Zone,30 min Power Zone Endurance Ride,2026-01-03 23:00 (-06),307,171,46%,84,31.75,15.88,219,116.56,,
2026-01-13 17:58 (-06),On Demand,Matt Wilpers,5,Cycling,Cool Down,5 min Cool Down Ride,2025-05-06 22:00 (-06),16,55,26%,88,19.44,1.62,26,99.36,,
2026-01-13 18:05 (-06),On Demand,Jenn Sherman,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-12-18 23:00 (-06),,,,,,,12,,,
2026-01-14 06:12 (-06),,,3,Meditation,,3 min 29 sec Just Meditate,,,,,,,,,,,
2026-01-14 06:16 (CDT),On Demand,Nico Sarani,5,Meditation,Morning,5 min Morning Meditation,2025-12-28 23:00 (CDT),,,,,,,,,,
2026-01-14 06:22 (CDT),On Demand,Nico Sarani,5,Meditation,Morning,5 min Morning Meditation,2025-12-28 23:00 (CDT),,,,,,,,,,
2026-01-14 11:28 (-06),,,5,Meditation,,5 min 1 sec Just Meditate,,,,,,,,,,,
2026-01-14 17:57 (CDT),On Demand,Rebecca Kennedy,10,Strength,Core,10 min Core Strength,2025-10-30 13:10 (CDT),,,,,,,50,,,
2026-01-14 18:11 (CDT),On Demand,Ben Alldis,10,Strength,Upper Body,10 min Arms & Shoulders Strength,2025-10-11 23:00 (CDT),,,,,,,50,,,
2026-01-14 18:23 (CDT),On Demand,Ben Alldis,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2024-02-14 06:05 (CDT),,,,,,,25,,,
2026-01-15 05:20 (-06),,,5,Meditation,,5 min 41 sec Just Meditate,,,,,,,,,,,
2026-01-15 05:26 (CDT),On Demand,Nico Sarani,5,Meditation,Morning,5 min Morning Meditation,2025-12-28 23:00 (CDT),,,,,,,,,,
2026-01-15 11:29 (-06),,,0,Meditation,,2 sec Just Meditate,,,,,,,,,,,
2026-01-15 11:29 (-06),,,5,Meditation,,5 min 1 sec Just Meditate,,,,,,,,,,,
2026-01-15 19:45 (CDT),On Demand,Nico Sarani,5,Meditation,Relaxation,5 min Calming Meditation,2025-11-02 23:00 (CDT),,,,,,,,,,
2026-01-16 05:20 (-06),,,4,Meditation,,4 min 21 sec Just Meditate,,,,,,,,,,,
2026-01-16 05:26 (CDT),On Demand,Nico Sarani,5,Meditation,Morning,5 min Morning Meditation,2025-12-28 23:00 (CDT),,,,,,,,,,
2026-01-16 17:41 (-06),On Demand,Christian Vande Velde,30,Cycling,Power Zone,30 min Power Zone Ride,2026-01-02 16:25 (-06),311,173,44%,86,31.19,15.60,416,,,
2026-01-16 18:12 (-06),On Demand,Hannah Corbin,5,Cycling,Cool Down,5 min Cool Down Ride,2025-11-04 23:00 (-06),19,64,39%,57,19.43,1.61,25,,,
2026-01-16 18:18 (-06),On Demand,Camila Ramon,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-08-07 22:00 (-06),,,,,,,12,,,
2026-01-17 06:16 (-06),,,4,Meditation,,4 min 21 sec Just Meditate,,,,,,,,,,,
2026-01-17 06:23 (CDT),On Demand,Aditi Shah,5,Meditation,Morning,5 min Morning Meditation,2024-12-03 06:25 (CDT),,,,,,,,,,
2026-01-17 16:22 (CDT),On Demand,Katie Wang,30,Strength,Full Body,30 min Full Body Strength,2026-01-02 07:54 (CDT),,,,,,,151,,,
2026-01-17 16:55 (CDT),On Demand,Callie Gullickson,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2025-11-30 23:00 (CDT),,,,,,,25,,,
2026-01-18 06:12 (-06),,,5,Meditation,,5 min 41 sec Just Meditate,,,,,,,,,,,
2026-01-18 06:19 (CDT),On Demand,Chelsea Jackson Roberts,5,Meditation,Morning,5 min Morning Meditation,2025-08-27 23:00 (CDT),,,,,,,,,,
2026-01-19 05:19 (-06),,,4,Meditation,,4 min 21 sec Just Meditate,,,,,,,,,,,
2026-01-19 05:26 (CDT),On Demand,Kirra Michel,5,Meditation,Morning,5 min Morning Meditation,2024-05-28 10:00 (CDT),,,,,,,,,,
2026-01-19 15:33 (-06),On Demand,Bradley Rose,30,Cycling,Music,30 min Metal Ride,2026-01-19 05:25 (-06),282,157,44%,86,30.62,15.31,377,,,
2026-01-19 16:03 (-06),On Demand,Bradley Rose,5,Cycling,Cool Down,5 min Cool Down Ride,2023-06-30 00:00 (-06),31,103,40%,76,25.59,2.13,41,,,
2026-01-19 16:10 (-06),On Demand,Emma Lovewell,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-09-03 22:00 (-06),,,,,,,12,,,
2026-01-20 05:31 (-06),,,0,Meditation,,2 sec Just Meditate,,,,,,,,,,,
2026-01-20 05:32 (-06),,,5,Meditation,,5 min 41 sec Just Meditate,,,,,,,,,,,
2026-01-20 05:38 (CDT),On Demand,Kirra Michel,5,Meditation,Morning,5 min Morning Meditation,2024-05-28 10:00 (CDT),,,,,,,,,,
2026-01-21 05:42 (-06),,,0,Meditation,,5 sec Just Meditate,,,,,,,,,,,
2026-01-21 05:43 (-06),,,5,Meditation,,5 min 41 sec Just Meditate,,,,,,,,,,,
2026-01-21 05:53 (CDT),On Demand,Kirra Michel,5,Meditation,Morning,5 min Morning Meditation,2024-05-28 10:00 (CDT),,,,,,,,,,
2026-01-21 11:32 (CDT),On Demand,Emma Lovewell,5,Strength,Core,5 min Core Strength,2024-02-01 09:00 (CDT),,,,,,,25,,,
2026-01-21 11:38 (CDT),On Demand,Ben Alldis,10,Strength,Upper Body,10 min Arms & Shoulders Strength,2025-10-11 23:00 (CDT),,,,,,,50,,,
2026-01-21 11:53 (-06),On Demand,Sam Yo,30,Cycling,Power Zone,30 min Power Zone Endurance 2000s Rock,2025-09-21 02:25 (-06),284,158,46%,78,29.80,14.90,380,,,
2026-01-21 12:24 (-06),On Demand,Matt Wilpers,5,Cycling,Cool Down,5 min Cool Down Ride,2026-01-18 23:00 (-06),17,57,26%,92,19.91,1.66,23,,,
2026-01-21 12:32 (CDT),On Demand,Callie Gullickson,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2025-11-30 23:00 (CDT),,,,,,,25,,,
